n,sparsity,distribution,seed,solution_first,value_first,solution_most,value_most,annealer_tte,solution_gurobi,value_gurobi,gurobi_tte
24,0.5,random,333,000001000100111100101001,-1665.1,000001000100111100101001,-1665.1,5.5486,000001000100111100101001,-1665.1,0.1205
24,1.0,random,333,100000001100101000110100,-450.72,100000001100101000110100,-450.72,5.3496,011111110011010111001011,-450.72,0.0425
25,0.5,random,333,1110101000111111011100100,-1374.31,0011010110100100100010001,-1296.06,5.9808,1110101000111111011100100,-1374.31,0.0985
25,1.0,random,333,0111100100111101111010100,-450.72,0111100100111101111010100,-450.72,5.4902,0111100100111101111010100,-450.72,0.043
26,0.5,random,333,00100001111110011010000000,-1194.02,00100001111110011010000000,-1194.02,5.9151,11011110000001100101111111,-1194.02,0.121
26,1.0,random,333,00000110100000001110111011,-450.72,00000110100000001110111011,-450.72,5.5054,00000110100000001110111011,-450.72,0.0422
27,0.5,random,333,100011110010101101100111100,-1418.19,100011110010101101100111100,-1418.19,6.3774,100011110010101101100111100,-1418.19,0.1075
27,1.0,random,333,101110010011110000010001000,-450.72,010001101100001111101110111,-450.72,5.5376,010001101100001111101110111,-450.72,0.1235
28,0.5,random,333,1111001001100110110010101011,-1281.4,1111001001100110110010101011,-1281.4,6.3078,1111001001100110110010101011,-1281.4,0.1378
28,1.0,random,333,1100011010000010100100101010,-450.72,1100011010000010100100101010,-450.72,5.3949,0011100101111101011011010101,-450.72,0.0546
29,0.5,random,333,01010000000000000011001011100,-1918.6,01010000000000000011001011100,-1918.6,6.4248,10101111111111111100110100011,-1918.6,0.134
29,1.0,random,333,00111001011111010110100101011,-549.86,11000110100000101001011010100,-549.86,5.5516,11000110100000101001011010100,-549.86,0.0578
30,0.5,random,333,001011111100000011011000011101,-1800.79,001001111100000011011000011011,-1748.49,6.7056,110100000011111100100111100010,-1800.79,0.183
30,1.0,random,333,110001101000001010010110101000,-549.86,010001101100000111010011111001,-544.95,8.8156,001110010111110101101001010111,-549.86,0.0663
31,0.5,random,333,0011001000110100100110101001000,-1910.51,0011001000110100100110101001000,-1910.51,5.9802,0011001000110100100110101001000,-1910.51,0.1642
31,1.0,random,333,0011100101111101011011100101110,-625.98,0011100101111101011011100101110,-625.98,5.3523,0011100101111101011011100101110,-625.98,0.062
32,0.5,random,333,11011011010111101111010011010101,-1810.77,01000101001011001100110101101011,-1792.04,6.3405,00100100101000010000101100101010,-1810.77,0.256
32,1.0,random,333,11100100011100110110100100110000,-625.98,00011011100011001001011011001111,-625.98,5.49,11100100011100110110100100110000,-625.98,0.0682
33,0.5,random,333,101101110010110110011110010011111,-2576.15,101101110010110110011110010011111,-2576.15,7.1458,101101110010110110011110010011111,-2576.15,0.1821
33,1.0,random,333,001001010011111101110011001100000,-625.98,001001010011111101110011001100000,-625.98,5.4932,110110101100000010001100110011111,-625.98,0.0745
34,0.5,random,333,1111000010100110010111000101001110,-2270.75,0110101100000101010111001010000010,-2210.78,6.5094,0000111101011001101000111010110001,-2270.75,0.2211
34,1.0,random,333,1110000000001010011010000000000101,-643.04,0001111111110101100101111111111010,-643.04,5.3937,0001111111110101100101111111111010,-643.04,0.073
35,0.5,random,333,00000010000010010110000011101101101,-2460.84,01110101100001000001001111110110010,-2351.69,8.56,00000010000010010110000011101101101,-2460.84,0.2331
35,1.0,random,333,00110001001101001111011010100110100,-683.72,00110001001101001111011010100110100,-683.72,5.5146,00110001001101001111011010100110100,-683.72,0.0885
36,0.5,random,333,110001110100111011010110010001101101,-2914.97,001110001011000100101001101110010010,-2914.97,6.9221,001110001011000100101001101110010010,-2914.97,0.2862
36,1.0,random,333,111001010111011101101001000110011000,-683.72,000110101000100010010110111001100111,-683.72,5.3705,000110101000100010010110111001100111,-683.72,0.0875
37,0.5,random,333,0100010010010001011101100010001011101,-3288.17,1011101101101110100010011101110100010,-3288.17,7.581,1011101101101110100010011101110100010,-3288.17,0.2586
37,1.0,random,333,0101101001000000100101010100111101111,-683.72,0101101001000000100101010100111101111,-683.72,5.4152,0101101001000000100101010100111101111,-683.72,0.0965
38,0.5,random,333,00110100101011101000110100010110101001,-3096.71,11001011010100010111001011101001010110,-3096.71,6.9476,11001011010100010111001011101001010110,-3096.71,0.3604
38,1.0,random,333,10011011111101001001011001100111001011,-689.23,01100100000010110110100110011000110100,-689.23,5.4566,10011011111101001001011001100111001011,-689.23,0.1035
39,0.5,random,333,001000110110101110001000000111010101100,-3001.15,011111111110000110011011101101100111110,-2920.42,7.6527,001000110110101110001000000111010101100,-3001.15,0.4296
39,1.0,random,333,100110111111010010010110011001110010011,-702.81,011011101010101101101001110110001101001,-695.81,6.4387,100110111111010010010110011001110010011,-702.81,0.1027
40,0.5,random,333,1110110010010001101110100111011011100110,-3271.06,0001001101101110010001011000100100011001,-3271.06,8.2673,0001001101101110010001011000100100011001,-3271.06,0.366
40,1.0,random,333,0001111010010001100001010111111110110110,-702.81,0010101111100111011110101100000100011000,-692.29,5.3146,1110000101101110011110101000000001001001,-702.81,0.1046
41,0.5,random,333,01111001110100001011000111101110001111110,-3625.52,10000010001011110110111100011001111000001,-3595.87,7.7866,01111001110100001011000111101110001111110,-3625.52,0.3867
41,1.0,random,333,00110100000010110110110100010001011100111,-702.81,11001011111101001001001011101110100011000,-702.81,5.5619,11001011111101001001001011101110100011000,-702.81,0.1146
42,0.5,random,333,111110111101101011100101010010100110011001,-2985.48,011110111011001011010010010011100110011001,-2913.85,10.1044,111110111101101011100101010010100110011001,-2985.48,0.5305
42,1.0,random,333,110010010100010000010010010001001000000001,-702.81,001101101011101111101101101110110111111110,-702.81,5.748,110010010100010000010010010001001000000001,-702.81,0.1242
43,0.5,random,333,0010001110001010011000101011110111001011011,-3215.62,1101110001110101100111010100001000110100100,-3215.62,9.9708,0010001110001010011000101011110111001011011,-3215.62,0.3216
43,1.0,random,333,1100101111000110100010111110001010101100010,-702.81,0011010000111001011101000001110101010011101,-702.81,5.7325,0011010000111001011101000001110101010011101,-702.81,0.1196
44,0.5,random,333,01101001101101011000001010100011110111000001,-3611.73,10010110010010100111110101011100001000111110,-3611.73,14.7719,01101001101101011000001010100011110111000001,-3611.73,0.3698
44,1.0,random,333,11001011110001101000001111101010001010010100,-786.93,11001011110001101000001111101010001010010100,-786.93,5.4636,00110100001110010111110000010101110101101011,-786.93,0.1425
45,0.5,random,333,000011000010100111100000000001010100010100111,-3536.09,111101111101010000011111111100101011101111000,-3442.97,9.2323,111100111101011000011111111110101011101011000,-3536.09,6.2931
45,1.0,random,333,110000000001010000011000101010000100011000011,-883.59,001111111110101111100111010101111011100111100,-883.59,5.5164,110000000001010000011000101010000100011000011,-883.59,0.1495
46,0.5,random,333,0101100110100110010010100111100110000101110001,-3731.53,1010001011001101011101001101000111001010011110,-3592.45,11.3396,1010011001011001101101011000011001111010001110,-3731.53,2.4203
46,1.0,random,333,1100000000010100000110001010100001000110001010,-978.91,1100000000010100000110001010100001000010001010,-974.91,5.4316,1100000000010100000110001010100001000110001010,-978.91,0.1629
47,0.5,random,333,11110011000100100011101001111111101000110101000,-4302.58,11110001000000100011101101111111111010100000100,-4261.45,11.8919,00001100111011011100010110000000010111001010111,-4302.58,0.5823
47,1.0,random,333,11101000000011000010100011101000010001100011111,-978.91,00010111111100111101011100010111101110011100000,-978.91,5.5607,00010111111100111101011100010111101110011100000,-978.91,0.1681
48,0.5,random,333,110110010010011100000101010101011100011000101111,-4532.0,001001101101100011111010101010100011100111010000,-4532.0,11.4057,110110010010011100000101010101011100011000101111,-4532.0,2.4641
48,1.0,random,333,011010000000111100101000011111110001001010101111,-1040.4,100101111111000011010111100000001110110101010000,-1040.4,5.8215,100101111111000011010111100000001110110101010000,-1040.4,0.1725
49,0.5,random,333,0100101010111010000000100000101011111100100010101,-4761.82,1011010101100111111111011101010100000011011101111,-4701.74,9.9521,0100101010111010000000100000101011111100100010101,-4761.82,2.4743
49,1.0,random,333,0110100000001111001010000111111100010010001101111,-1113.67,0110100000001111001010000111111100010010001101111,-1113.67,5.6014,0110100000001111001010000111111100010010001101111,-1113.67,0.1944
50,0.5,random,333,10100110010001110110000101000000010010011100111001,-4660.22,01011001101110001001111010111111101101100011000110,-4660.22,10.9189,10100110010001110110000101000000010010011100111001,-4660.22,0.865
50,1.0,random,333,00010111111100110101011100111111101101100100010001,-1116.93,00010111111100110101011100111111101101100100010001,-1116.93,5.5556,11101000000011001010100011000000010010011011101110,-1116.93,0.186
51,0.5,random,333,010101000001001001010111100000110111000011111001001,-4921.77,101010111110110110101000011111001000111100000110110,-4921.77,11.1444,010101000001001001010111100000110111000011111001001,-4921.77,2.8374
51,1.0,random,333,111010000000110010101000110000000100010000100110111,-1159.81,000101111111001101010111001111111011101111011001000,-1159.81,5.5279,000101111111001101010111001111111011101111011001000,-1159.81,0.18792
2,0.0,random,333,01,-100.0,01,-100.0,5.6421,01,-100.0,0.0488
2,0.0,random,222,01,-100.0,10,-100.0,5.7057,01,-100.0,0.005
3,0.0,random,333,100,-147.85,100,-147.85,5.1291,011,-147.85,0.0031
4,0.0,random,333,1001,-55.5,0110,-55.5,4.8805,0110,-55.5,0.008
5,0.0,random,333,11111,-0.0,11111,-0.0,5.0173,00000,0,0.0312
6,0.0,random,333,111111,-0.0,111111,-0.0,4.8773,111111,-0.0,0.0131
7,0.0,random,333,1111101,-208.32,1111101,-208.32,5.0681,1111101,-208.32,0
8,0.0,random,333,11001111,-32.02,11001111,-32.02,4.9691,11001111,-32.02,0.0155
9,0.0,random,333,110111111,-288.46,110111111,-288.46,5.105,110111111,-288.46,0.0212
10,0.0,random,333,1101111110,-467.31,1101111110,-467.31,4.9009,1101111110,-467.31,0.0156
11,0.0,random,333,00100000111,-439.64,11011111000,-439.64,5.05,11011111000,-439.64,0.0144
12,0.0,random,333,011011100000,-297.65,100100011111,-297.65,5.2437,011011100000,-297.65,0.0257
13,0.0,random,333,1011011111111,-397.58,1001011101101,-381.89,5.1814,1011011111111,-397.58,0.0286
14,0.0,random,333,01111000010001,-498.57,01111000010001,-498.57,5.0206,01111000010001,-498.57,0.0156
15,0.0,random,333,100011011101011,-445.65,011100100010100,-445.65,5.3882,100011011101011,-445.65,0.0331
16,0.0,random,333,1001101100101110,-607.34,0110010011010001,-607.34,5.2093,0110010011010001,-607.34,0.051
17,0.0,random,333,00000100101001011,-851.08,00000100101001011,-851.08,5.4194,00000100101001011,-851.08,0.0487
18,0.0,random,333,011010101110010100,-960.2,011010001110010100,-959.58,6.1859,011010101110010100,-960.2,0.0479
19,0.0,random,333,0100001110100001010,-1004.88,1011110001011110101,-1004.88,5.7915,0100001110100001010,-1004.88,0.0602
20,0.0,random,333,00101001001000001010,-1191.12,00100001001000001011,-1187.17,5.6639,11010110110111110101,-1191.12,0.1061
21,0.0,random,333,001000000110001100111,-1221.37,110111111001110011000,-1221.37,5.5188,001000000110001100111,-1221.37,0.0843
22,0.0,random,333,0000101010101100010110,-1307.15,1111110101011011101001,-1282.11,5.5771,1111010101010011101001,-1307.15,0.1494
23,0.0,random,333,10010111000111000010011,-1674.98,10010111000111000010011,-1674.98,5.5845,10010111000111000010011,-1674.98,0.45
24,0.0,random,333,001000000010001011010110,-2008.82,110111111101110100101001,-2008.82,5.8589,110111111101110100101001,-2008.82,0.0498
25,0.0,random,333,0001100100000000110011100,-1807.85,1110011011111111001100011,-1807.85,5.92,0001100100000000110011100,-1807.85,0.0506
26,0.0,random,333,01100100110100101101101000,-1888.65,11100110110111111001001011,-1888.55,5.5358,01100100110100101101101000,-1888.65,0.0668
27,0.0,random,333,000100000000000111111001010,-2530.9,111011111111111000000110101,-2530.9,5.5744,111011111111111000000110101,-2530.9,0.0698
28,0.0,random,333,1110110101111101000010011111,-2142.75,0101000100111110100101000000,-2074.96,7.0127,0001001010000010111101100000,-2142.75,0.0844
29,0.0,random,333,00001011000001100110110100100,-2476.11,11110100111110011001001011011,-2476.11,6.5152,11110100111110011001001011011,-2476.11,0.0759
30,0.0,random,333,000010000110100101111110010000,-2707.0,111101111001011010000001101111,-2707.0,6.7032,000010000110100101111110010000,-2707.0,0.0943
31,0.0,random,333,1101101010011101001001010111001,-2531.52,1111111011011101001001111111001,-2485.88,6.5874,1101101010011101001001010111001,-2531.52,0.0928
32,0.0,random,333,11101101011110110001001100110011,-2589.59,01110111101110000110110000011111,-2460.53,6.786,11101101011110110001001100110011,-2589.59,0.1134
33,0.0,random,333,000010011001010010011111000100110,-3110.37,111101100110101101101000111011001,-3106.44,6.0458,111101100110101101100000111011001,-3110.37,0.686
34,0.0,random,333,0010011110101100110110110010001001,-3036.72,1101100001010011001001001101110110,-3036.72,10.2564,0010011110101100110110110010001001,-3036.72,0.1297
35,0.0,random,333,01001101010001001011110101100011111,-3546.08,11111011110101101001001010110101110,-3456.0,6.9067,10110010101110110100001010011100000,-3546.08,0.1661
36,0.0,random,333,011000000000010011111101001010010001,-3891.65,100111111111101100000010110101101110,-3891.65,8.8192,100111111111101100000010110101101110,-3891.65,0.1055
37,0.0,random,333,0110101100001010110111110000101111001,-3779.34,0110101100001010110111110000101111001,-3779.34,8.7753,0110101100001010110111110000101111001,-3779.34,0.1919
38,0.0,random,333,10010000110101101100110111000001101110,-4038.94,11011010110001100110011111010010100101,-3865.46,7.0271,01101111001010010011001000111110010001,-4038.94,0.1629
39,0.0,random,333,111011111101101001001101110000010011111,-3837.55,110110111101100001001101111000010010111,-3802.31,8.9349,111011111101101001001101110000010011111,-3837.55,0.3105
40,0.0,random,333,0100011001000001010110010000101101010111,-3886.41,1101100110111101010001100111010110111101,-3822.03,7.5212,1011100110111110101001101111010010101000,-3886.41,9.1749
41,0.0,random,333,11110011101100000001010111011111101001111,-3912.48,11011000000111011010111110110010100111000,-3850.76,9.0408,11110011101100000001010111011111101001111,-3912.48,10.7141
42,0.0,random,333,001101011110010001101101000010100000100100,-4433.41,110010100001101110010010111101011111011011,-4433.41,9.0557,110010100001101110010010111101011111011011,-4433.41,10.6866
43,0.0,random,333,0110011000100001100011000001011011110000000,-5296.44,1001100111011110011100111110100100001111111,-5296.44,11.3853,1001100111011110011100111110100100001111111,-5296.44,9.4385
44,0.0,random,333,11001101100110011110110110010111000111101100,-5065.35,00110010011001100001001001101000111000010011,-5065.35,10.8988,00110010011001100001001001101000111000010011,-5065.35,82.9387
45,0.0,random,333,100101010101000010001111111101010101110101110,-5404.85,100101010101000010001111111101010101110101110,-5404.85,9.2337,011010001010111101110000000010101000001010001,-5436.86,69.4174
46,0.0,random,333,1100000101010111111100110111001011010001011001,-5017.22,1011111010101000000011001001110100101111100010,-4708.78,13.5573,0011111010101000000011001000110100101110100110,-5017.22,869.5485
47,0.0,random,333,00100001011101010111101000000110111000111000001,-5582.8,10111010110010101001001111110001000111010010010,-5355.13,10.1207,00100001011101010111101000000110111000111000001,-5582.8,511.9209
48,0.0,random,111,000010100101011000000011111011000111000011001101,-6262.88,110111110100110111111100010100111000111000010011,-5870.75,18.2416,111101011010100111111100000100111000111100110010,-6262.88,751.2901
49,0.0,random,111,1110011111111010101100011010101110111111101001000,-6298.56,0001100000000101010011100101010001001000010110111,-6164.42,10.7944,1110011111111010101100011010101110111111101001000,-6298.56,1230.4028
50,0.0,random,111,10111001100011000101000010100001010010010110000111,-6873.87,00101010101010000010011111010110011101111001111000,-6208.12,25.1073,01000110011100111010111101011110101101101001111000,-6873.87,6686.4772
51,0.0,random,111,100000011000100011011100011010110101100101101010000,-7414.76,111111100110111100100011010001011010101011011101101,-7032.94,22.8356,100000011000100011011100011010110101100101101010000,-7414.76,30113.3455
