n,sparsity,seed,solution_lowest,value_lowest,solution_most,value_most,annealer_tte
472,1.0,222,0101000101100000000000001011101111110111010100111010111000011011010000111100100010001000011110101011110001111000011000101011100101111110100110101011011000111000001000111110010000101100111101001100111110101001001111110010001110011000101011110111010100010000111100111111111000010101100001100001000011110010110010010110001110011110101101011001111111011111000011110110011001001101110011111001000010110111010101111100101010101001000111000100011110101001100100100010011110111011,-11893.46,0101000101100000000000001011101111110111010100111010111000011011010000111100100010001000011110101011110001111000011000101011100101111110100110101011011000111000001000111110010000101100111101001100111110101001001111110010001110011000101011110111010100010000111100111111111000010101100001100001000011110010110010010110001110011110101101011001111111011111000011110110011001001101110011111001000010110111010101111100101010101001000111000100011110101001100100100010011110111011,-11893.46,31.1096
473,1.0,222,10001100010110011001000011010111010011111011110101110001100010101000000000111111011101100000000101101000010101100110110110111100010100011100001000000100111011000001000010000100010000010010001011010000001000100000001001011001100110110110011000001101010011000101110001010110111000101111001100101101001011001001011011000000110000101000001110101001001000100110100100011110111000100100011100010001011110011011000010101001001011000111100101110011111110101011000100111001000111100,-11908.58,10001100010110011001000011010111010011111011110101110001100010101000000000111111011101100000000101101000010101100110110110111100010100011100001000000100111011000001000010000100010000010010001011010000001000100000001001011001100110110110011000001101010011000101110001010110111000101111001100101101001011001001011011000000110000101000001110101001001000100110100100011110111000100100011100010001011110011011000010101001001011000111100101110011111110101011000100111001000111100,-11908.58,30.0352
474,1.0,222,100011101000011110111110101000010001000111000000100011111111010001100101000101011000010111100010001101101100110010000111010100011001100111110011111010111011111110001101011111111111010100111011011001110101100001011111111001101101101000110000010001111101101100010011001011111011101100101001001010000100111110100000001010101010111001101110010010011110000100111110111010010101011110000110011110101110010100101001101111111100001000000110100000010111011010111010110010010001110011,-11963.26,100011101000011110111110101000010001000111000000100011111111010001100101000101011000010111100010001101101100110010000111010100011001100111110011111010111011111110001101011111111111010100111011011001110101100001011111111001101101101000110000010001111101101100010011001011111011101100101001001010000100111110100000001010101010111001101110010010011110000100111110111010010101011110000110011110101110010100101001101111111100001000000110100000010111011010111010110010010001110011,-11963.26,34.3735
475,1.0,222,1010001000001101101101010010001110011100000010010001010011111011101010011001100000100110100111011111111011001100001110110101110100001001010110101110000011111011100110110011100010101100110100111011111011000000000110011001010111100110000110111001101001100100110001000000111100110110001010100011100111101110010101000101110010111111111000110111110101110010110011011001011100010000011100110010110100010101100111011001101111010011111110000001001111110001101011101000101100100101101,-11723.59,1010001000001101101101010010001110011100000010010001010011111011101010011001100000100110100111011111111011001100001110110101110100001001010110101110000011111011100110110011100010101100110100111011111011000000000110011001010111100110000110111001101001100100110001000000111100110110001010100011100111101110010101000101110010111111111000110111110101110010110011011001011100010000011100110010110100010101100111011001101111010011111110000001001111110001101011101000101100100101101,-11723.59,48.357
476,1.0,222,10111001110011011101000001001010110110100011110111110100100011110011001000001001111100110010110110011011001110100110010010111110010010100100010101100000001101111001001010001010011010111001110000011011001001111010010010011001010100001111010100010001011001001110110101100101110110101111000110001111111101111001111110010001010100010010001000010101111001100010100101000111111111000111000010100101110100110001000010000000001110011000000000111110110110010101010100010001101000110111,-11884.54,10111001110011011101000001001010110110100011110111110100100011110011001000001001111100110010110110011011001110100110010010111110010010100100010101100000001101111001001010001010011010111001110000011011001001111010010010011001010100001111010100010001011001001110110101100101110110101111000110001111111101111001111110010001010100010010001000010101111001100010100101000111111111000111000010100101110100110001000010000000001110011000000000111110110110010101010100010001101000110111,-11884.54,33.6431
477,1.0,222,011101100011010000000100000101101101111001011000110111111101111110100100011010101001100001011001100101110001000100101000000010111010110100001100011100100101111100011011101010100100110111111100101000100110000111011100101101111001011101111110111110100010100010001101011110000100011110110110010111101011010011000110101100110000111000001011010010000011111100001111010101000000010100111111100011101011000100110000000110101111100010001001111011111110111001001001000111000001111010111,-11895.18,011101100011010000000100000101101101111001011000110111111101111110100100011010101001100001011001100101110001000100101000000010111010110100001100011100100101111100011011101010100100110111111100101000100110000111011100101101111001011101111110111110100010100010001101011110000100011110110110010111101011010011000110101100110000111000001011010010000011111100001111010101000000010100111111100011101011000100110000000110101111100010001001111011111110111001001001000111000001111010111,-11895.18,28.5169
478,1.0,222,1110010001101110000010100110101100000100100000101000010110101100110001010000110011100110000000100010011010101001100010101100011001100100100101101111100100111111000110001111011111100100111110001111111110001110000011001000001011010110110010010110110110110111100000110101111011001110011100101010100001010100110001001000110001111010000100110011101001101100001011011001100110010110011010011111001110101101000011010010110000010100001011010100011110000010100000101111100100000100100001,-11970.25,1110010001101110000010100110101100000100100000101000010110101100110001010000110011100110000000100010011010101001100010101100011001100100100101101111100100111111000110001111011111100100111110001111111110001110000011001000001011010110110010010110110110110111100000110101111011001110011100101010100001010100110001001000110001111010000100110011101001101100001011011001100110010110011010011111001110101101000011010010110000010100001011010100011110000010100000101111100100000100100001,-11970.25,82.8189
479,1.0,222,00011011010110011111001100001000001101011011010010000000100000001101101001100111101011101001000100011000110101110001110000111100010110101110101100100000001101001000110011000001100000110010010110101010001101101010111001101001011011001000110100010000100111010011001101110101110000001101110000010100000001010011110010000001111110011100000011001000010011001001000001101000001011110110011110001110111001100000100001100010111001110000001011001100111111111111110100110101111011000101000,-11971.65,00011011010110011111001100001000001101011011010010000000100000001101101001100111101011101001000100011000110101110001110000111100010110101110101100100000001101001000110011000001100000110010010110101010001101101010111001101001011011001000110100010000100111010011001101110101110000001101110000010100000001010011110010000001111110011100000011001000010011001001000001101000001011110110011110001110111001100000100001100010111001110000001011001100111111111111110100110101111011000101000,-11971.65,26.024
480,1.0,222,010101110111111000101101001100000001010010100001101001011010010001011010011100101110111100110101011000011000001111011111000100101110111100100110110011100000100001100000110000000000101110100111000001111101011001001110001101100010100011010010011100111101010110110011011001010101011000101001100011001111001100101111110000000110100100001000111010110110010000101000101011110110101100101111010111101011011111101111001011101000110110000001111000101100110000111101001100011000011101010010,-11901.37,010101110111111000101101001100000001010010100001101001011010010001011010011100101110111100110101011000011000001111011111000100101110111100100110110011100000100001100000110000000000101110100111000001111101011001001110001101100010100011010010011100111101010110110011011001010101011000101001100011001111001100101111110000000110100100001000111010110110010000101000101011110110101100101111010111101011011111101111001011101000110110000001111000101100110000111101001100011000011101010010,-11901.37,59.8921
481,1.0,222,1001110111001001100101110011000110111001010101100001111110010000111100000101111110111011000011100010111010011111010100111110111011001001011010000010011011101000011111000110011000010101011111101001011111100110111100101111011100101000100111110000011001001101011101010110111011010001110100000101011001101000101111001000110001111001101000000100100101011101100010100110110001101110001010000001010101010111110010110001011010001100100101101111100100010010100111111001010110011010100101011,-12087.67,1001110111001001100101110011000110111001010101100001111110010000111100000101111110111011000011100010111010011111010100111110111011001001011010000010011011101000011111000110011000010101011111101001011111100110111100101111011100101000100111110000011001001101011101010110111011010001110100000101011001101000101111001000110001111001101000000100100101011101100010100110110001101110001010000001010101010111110010110001011010001100100101101111100100010010100111111001010110011010100101011,-12087.67,49.0057
482,1.0,222,00111111100000011011011110100001100110000000111101110111111111010110101001011001101110010010101010000111100011110101101001011100100000010100101010100100111110010011011110101100110101010111110100011011110000111101010011101101111000001001001010010111110001110111110001101110101010100011110110111000001101010100100000001000110010010000011011101001111101100011011011000010011001010100000000000000010000001100100110000110101110011010111000101110111100100001111110010100110110101010110001,-12038.77,00111111100000011011011110100001100110000000111101110111111111010110101001011001101110010010101010000111100011110101101001011100100000010100101010100100111110010011011110101100110101010111110100011011110000111101010011101101111000001001001010010111110001110111110001101110101010100011110110111000001101010100100000001000110010010000011011101001111101100011011011000010011001010100000000000000010000001100100110000110101110011010111000101110111100100001111110010100110110101010110001,-12038.77,28.5488
483,1.0,222,010101100111100000000010100011101011110000001010010101011010100100100001001001100011010010101111101110111100000111000101011000011111010000010100101101100101111100001101010011000110111010001110111110010100111111011001001001011111101101111011010110010000111110011100000111000100110001000000001001000110101101000111001000101011001001011000101101001001001011111101101101010100011100010011001101111011011011011100100011010100011111100010101110010011100100110010000110101011101001110110010,-12040.78,010101100111100000000010100011101011110000001010010101011010100100100001001001100011010010101111101110111100000111000101011000011111010000010100101101100101111100001101010011000110111010001110111110010100111111011001001001011111101101111011010110010000111110011100000111000100110001000000001001000110101101000111001000101011001001011000101101001001001011111101101101010100011100010011001101111011011011011100100011010100011111100010101110010011100100110010000110101011101001110110010,-12040.78,103.1806
484,1.0,222,0010111010000101101100110110111110000000010011011010111111110000010110110101101110001011111010000100010110011100000110110101101000010000011010110100001111011001101100111011010011010101010100111010001111110010011001001100011111100111100111000100010011010001010100110111111110010011001110110111111101101100001001101101111111000111000000110110011101111111101100110101101010000001011011000000000001011011001010010001001010111110100101010110101000111110011001010000110100000001001010101011,-12051.13,0010111010000101101100110110111110000000010011011010111111110000010110110101101110001011111010000100010110011100000110110101101000010000011010110100001111011001101100111011010011010101010100111010001111110010011001001100011111100111100111000100010011010001010100110111111110010011001110110111111101101100001001101101111111000111000000110110011101111111101100110101101010000001011011000000000001011011001010010001001010111110100101010110101000111110011001010000110100000001001010101011,-12051.13,41.9343
485,1.0,222,00011110000011011001010101011001110001100010010100100011111011110001001100010101100010010111110011100100011111010011100000001001000110101101110111000111101010101111001000100011000101010111010000001110000011010011011011111001001010001001100000110111111100000101101101010111001000100111011011111010000100101101000111011010001000011101010101011101000011100000100000000111111000000111001001110000100010001110011000011001110001000001000101101100110010001101010111011001101011000010010010010,-12011.46,00011110000011011001010101011001110001100010010100100011111011110001001100010101100010010111110011100100011111010011100000001001000110101101110111000111101010101111001000100011000101010111010000001110000011010011011011111001001010001001100000110111111100000101101101010111001000100111011011111010000100101101000111011010001000011101010101011101000011100000100000000111111000000111001001110000100010001110011000011001110001000001000101101100110010001101010111011001101011000010010010010,-12011.46,47.8187
486,1.0,222,000010010101111110111111001000001111011111010001001010101000111110011010011110111010000100001100111100110111000011111011110100111100000111001011011010100100111101100101110101010001101110011011001010001011010100001110000000001110110011010111110101101001111010101011001011001000100110001000010100101000110110001111111100011000001101100000101000001111110100010000001101100000111000111101100100110101010000000011111011110110010100110101110000110001110011000101110001001000000100010111001010,-12046.56,000010010101111110111111001000001111011111010001001010101000111110011010011110111010000100001100111100110111000011111011110100111100000111001011011010100100111101100101110101010001101110011011001010001011010100001110000000001110110011010111110101101001111010101011001011001000100110001000010100101000110110001111111100011000001101100000101000001111110100010000001101100000111000111101100100110101010000000011111011110110010100110101110000110001110011000101110001001000000100010111001010,-12046.56,45.5025
487,1.0,222,0101000001100000001000001100111001001111011110111011100000110010111000111000000011111011100000100001001001111001111011011101011011111110101011101010000001011111100001100000110101000111100011111011100100011110101110010000001101111011010100001110110011001110110001011110010011001111011111001110111010000011001001110000011100000001011110111000111010010011101001110010111111010001000101111010010110011111011100001100100010100010000100101101101100011101111100101001101111011101111001110100110,-12088.96,0101000001100000001000001100111001001111011110111011100000110010111000111000000011111011100000100001001001111001111011011101011011111110101011101010000001011111100001100000110101000111100011111011100100011110101110010000001101111011010100001110110011001110110001011110010011001111011111001110111010000011001001110000011100000001011110111000111010010011101001110010111111010001000101111010010110011111011100001100100010100010000100101101101100011101111100101001101111011101111001110100110,-12088.96,60.0805
488,1.0,222,00011011100001111001100110111000000110001000001100110110010000100011001001000101110100010111001011100011111111001010111001101101000010101110100001111001100011000111011100000110101100111011111010100001001101010000111110000010001010101011111111001100011000001010010111101000000110101110010100001001000001011011110101110011000100001100101010001100100000001010000000010110010111111100010001101100101001111000100110100100000011001010001101100100110100010100111101100010100010010111001001011100,-12171.32,00011011100001111001100110111000000110001000001100110110010000100011001001000101110100010111001011100011111111001010111001101101000010101110100001111001100011000111011100000110101100111011111010100001001101010000111110000010001010101011111111001100011000001010010111101000000110101110010100001001000001011011110101110011000100001100101010001100100000001010000000010110010111111100010001101100101001111000100110100100000011001010001101100100110100010100111101100010100010010111001001011100,-12171.32,42.8741
489,1.0,222,011001111110010000100001000101101010000100010000100001110000101111011000110100001011000010011100000000101100101101111100001111001111111100011110011001100001100100101111010011100111101101000011111011110011100100010110011010111010011101111111011010010111011000100011111011010100010011001001101001101010011100011110001000001101011000100010010010101010101000000001110110000101000011110001011111001110111110011110100101111111101100001110010111100111001000101010010001101000101101001001111011011,-12033.05,011001111110010000100001000101101010000100010000100001110000101111011000110100001011000010011100000000101100101101111100001111001111111100011110011001100001100100101111010011100111101101000011111011110011100100010110011010111010011101111111011010010111011000100011111011010100010011001001101001101010011100011110001000001101011000100010010010101010101000000001110110000101000011110001011111001110111110011110100101111111101100001110010111100111001000101010010001101000101101001001111011011,-12033.05,67.6086
490,1.0,222,1001101101001011101110111001000101001111111111111010100010111000110100011001010110011111010101000111110100001111100111000101000011001001010100000001100011101111010101000011000101110001101111110000010101011111111000010001110010101110001000111101010101111001101000100101001110001001001110011100111100101100010011101111010011000011001000100110111110011011101010001000101000111000010111100010101110011110000000000011011000100000001010000101011000001100100100110101000110001010110010010110000001,-12099.05,1001101101001011101110111001000101001111111111111010100010111000110100011001010110011111010101000111110100001111100111000101000011001001010100000001100011101111010101000011000101110001101111110000010101011111111000010001110010101110001000111101010101111001101000100101001110001001001110011100111100101100010011101111010011000011001000100110111110011011101010001000101000111000010111100010101110011110000000000011011000100000001010000101011000001100100100110101000110001010110010010110000001,-12099.05,36.1396
491,1.0,222,00101001100011011101001011110011101100010101000100011110110010111010011011001101010001101100111001010011100111000111001110111011100010111101000111110111111000101101110110000100000100101100100001111001011000011100101100000101000100001011010011100000101010011011110101011010101000011011011011100101100111100000100001001001000011011111110110110111100000110110011100111001111111101001110111110001001101111101110110001000010101111111010110011001010110101110100000101000010001010000110100011001110,-12109.34,00101001100011011101001011110011101100010101000100011110110010111010011011001101010001101100111001010011100111000111001110111011100010111101000111110111111000101101110110000100000100101100100001111001011000011100101100000101000100001011010011100000101010011011110101011010101000011011011011100101100111100000100001001001000011011111110110110111100000110110011100111001111111101001110111110001001101111101110110001000010101111111010110011001010110101110100000101000010001010000110100011001110,-12109.34,33.3331
492,1.0,222,100011010000010111110000111000011001010101010101100011110111101100010000100110010001001001101110100001001110110000110010111000001000101111000010110000011110011111011100101000001001010011111011001100100000001100010011000110111111101000010110101010000001001011111011100110111100001100001110100011110000001000001110010010010111100111001001010101110011001111110110000101011110101000000110101110110110000001011001000101001000000111101011101111111000001011111000000001000101111000010011001010011000,-12196.25,100011010000010111110000111000011001010101010101100011110111101100010000100110010001001001101110100001001110110000110010111000001000101111000010110000011110011111011100101000001001010011111011001100100000001100010011000110111111101000010110101010000001001011111011100110111100001100001110100011110000001000001110010010010111100111001001010101110011001111110110000101011110101000000110101110110110000001011001000101001000000111101011101111111000001011111000000001000101111000010011001010011000,-12196.25,83.7235
492,1.0,222,101110001100001110011011001111000100101000101110111001001011000001011101100011011111110000110100000011100000111100001011110001101101000001101001101011001100100001110111011110111111010011011100111010101110010111110101000000000010010100001001110011011111110111000011001001001010101001010111011011111011010100110010011100101010010001010110111110001101001000110000101011100011100001111001000100001001110100000101110101000101110000001000001100001110010100000011101000111001110000110110100110100011,-12066.51,101110001100001110011011001111000100101000101110111001001011000001011101100011011111110000110100000011100000111100001011110001101101000001101001101011001100100001110111011110111111010011011100111010101110010111110101000000000010010100001001110011011111110111000011001001001010101001010111011011111011010100110010011100101010010001010110111110001101001000110000101011100011100001111001000100001001110100000101110101000101110000001000001100001110010100000011101000111001110000110110100110100011,-12066.51,7.9713
493,1.0,222,1111011000111000010001110011010101110110101011010001010111110010001011100111101000011100011001111110010100010000001001100100111100100111101011011001001000110000011111010011110001110000100111001001111101000000111100010000111100000101101110100011011010000100100001010111011000110100010101100110000111110010101000001111000110100001111111010111001000010110011010100111110101010110101111000100010100100000100101000010100000110110111001001010101011001101010001101010110000010101011000000100110010111,-12167.66,1111011000111000010001110011010101110110101011010001010111110010001011100111101000011100011001111110010100010000001001100100111100100111101011011001001000110000011111010011110001110000100111001001111101000000111100010000111100000101101110100011011010000100100001010111011000110100010101100110000111110010101000001111000110100001111111010111001000010110011010100111110101010110101111000100010100100000100101000010100000110110111001001010101011001101010001101010110000010101011000000100110010111,-12167.66,9.1085
494,1.0,222,10111111010001111001101010001010001111011101001110001111000011011011011011000001000010011100001000010010111111011101100000011011110010000101100101101101111111100110111100000011111001100000011001111100100001010010111101110000010101100101010000111100101101010110001111111000101010111011010001011101000001100000101001000111111000101101000100001010110010011101011100100001001100011100001010110000000101110110100000110101110111000101001001110010000010111101111000001101010101000000101110111001001101,-12194.22,10111111010001111001101010001010001111011101001110001111000011011011011011000001000010011100001000010010111111011101100000011011110010000101100101101101111111100110111100000011111001100000011001111100100001010010111101110000010101100101010000111100101101010110001111111000101010111011010001011101000001100000101001000111111000101101000100001010110010011101011100100001001100011100001010110000000101110110100000110101110111000101001001110010000010111101111000001101010101000000101110111001001101,-12194.22,7.4844
495,1.0,222,011001011011010001100111110010001101001100010100111001010111100101110011111101101110011000111001001111000011001010010100101010110011110010010111110000000100010110010000111100100001010111111001100100010001100100001110100000011110001010000011100011111111101111110011100110011111011000101011111110100110111111011000111010100011000000101010101000001010011000111100111101101111101000000011000011011110001001100111110110100011101110100110100011011100111011101010110010101000010011001111111010111101100,-12243.61,011001011011010001100111110010001101001100010100111001010111100101110011111101101110011000111001001111000011001010010100101010110011110010010111110000000100010110010000111100100001010111111001100100010001100100001110100000011110001010000011100011111111101111110011100110011111011000101011111110100110111111011000111010100011000000101010101000001010011000111100111101101111101000000011000011011110001001100111110110100011101110100110100011011100111011101010110010101000010011001111111010111101100,-12243.61,7.2884
496,1.0,222,0001110110011001100100010111110001010010101000000011000111101010100111110010111100001001010101011111101000000111111010101111000010001010110111111001011110101000100000010101110000110110000001100110110001100010111101101110011100001001111110001001000011001110011110000010010001000000010101010011111111111010100011010001111111111101011010101110001101010000110101101001111011111110001110100100101011010001111100100111010110100110110010011101111001010100010010011011001101001110001100100001010011000001,-12269.03,0001110110011001100100010111110001010010101000000011000111101010100111110010111100001001010101011111101000000111111010101111000010001010110111111001011110101000100000010101110000110110000001100110110001100010111101101110011100001001111110001001000011001110011110000010010001000000010101010011111111111010100011010001111111111101011010101110001101010000110101101001111011111110001110100100101011010001111100100111010110100110110010011101111001010100010010011011001101001110001100100001010011000001,-12269.03,7.6931
497,1.0,222,01100001001111000110011010111110101101001000110000110110111100010100001101111110010101001111111111101100100100010000011111101110001011000011111111110000001001100001010011110111011001001001101111011101100001000001010000011011100100010010100001110110110010111110010100111100001101100010110101110010110101100011100100000011001110111011110100100010111111001101010101101111010010101001110001100001011100000000111011101100000101010111000010001000111100011111011000101011100110010111001011011111111011101,-12217.01,01100001001111000110011010111110101101001000110000110110111100010100001101111110010101001111111111101100100100010000011111101110001011000011111111110000001001100001010011110111011001001001101111011101100001000001010000011011100100010010100001110110110010111110010100111100001101100010110101110010110101100011100100000011001110111011110100100010111111001101010101101111010010101001110001100001011100000000111011101100000101010111000010001000111100011111011000101011100110010111001011011111111011101,-12217.01,7.3938
498,1.0,222,111000010110111001001110000001100010010110110100101001100010110010010111010001000110110010000110000111001111100000000101101011100111111100000001010111000010010000110010001100011111110010101010111001010010110110000111101011101111111110001110001100111111100111101011101000010011111001010110111001000000100110001001101001000101010111000110010000101110100001111111001000100110100011101110000000000101110100011111111010011011100101010111001010001000101111010111010100001110001111000111011101001001111110,-12235.47,111000010110111001001110000001100010010110110100101001100010110010010111010001000110110010000110000111001111100000000101101011100111111100000001010111000010010000110010001100011111110010101010111001010010110110000111101011101111111110001110001100111111100111101011101000010011111001010110111001000000100110001001101001000101010111000110010000101110100001111111001000100110100011101110000000000101110100011111111010011011100101010111001010001000101111010111010100001110001111000111011101001001111110,-12235.47,8.0578
499,1.0,222,1011110001011001101101011000010011100110000000001000100110111011011101010110010101000011011011111111101000000101101010011011000111010001110100101001011100101000110010111000010101110110000101010011111011001000010100110100001111100011111110101100111000110110000110100011110111111001011011001011000110101010010101100000001001110110011011011111011100111110011101001110101101110001000001010011000110011111011100100101111000111010010011011101001001111000010100110010001100000010001001001101101110101100000,-12277.36,1011110001011001101101011000010011100110000000001000100110111011011101010110010101000011011011111111101000000101101010011011000111010001110100101001011100101000110010111000010101110110000101010011111011001000010100110100001111100011111110101100111000110110000110100011110111111001011011001011000110101010010101100000001001110110011011011111011100111110011101001110101101110001000001010011000110011111011100100101111000111010010011011101001001111000010100110010001100000010001001001101101110101100000,-12277.36,32.293
500,1.0,222,00111001111010001001000100011010101100010001000000110110000100111100111110001101000100001100110011110011111111001011100111000110011100000011000000010011110010101001000101011010000011100001010000000001001001101000101101101101001001001001001101110000100001000010010111011101000010101110010100100111101101110010111111010101100001010000011010000010100101100110100100001011010001100110101101110001110001101100111000011000101100001100010100110011110101000011000111011110010011101010110111110001110001001001,-12312.65,00111001111010001001000100011010101100010001000000110110000100111100111110001101000100001100110011110011111111001011100111000110011100000011000000010011110010101001000101011010000011100001010000000001001001101000101101101101001001001001001101110000100001000010010111011101000010101110010100100111101101110010111111010101100001010000011010000010100101100110100100001011010001100110101101110001110001101100111000011000101100001100010100110011110101000011000111011110010011101010110111110001110001001001,-12312.65,11.7006
501,1.0,222,010001001011101001001000000000010100101110011010100001011100111001001100001011100110111100110001011110110001000111110100101001001010010100010001000111010111010110001111100110101111011000000010001001101100011001111100010010001101110011000100101001010101111001011111000110100101011011010100010001100110100011000010111101100011011011001011011111100000100001011100001110110000100111100110101010001000101000000100001111110110010011000101110011010100001011010011010000110111000001111001101011100001000100010,-12278.06,010001001011101001001000000000010100101110011010100001011100111001001100001011100110111100110001011110110001000111110100101001001010010100010001000111010111010110001111100110101111011000000010001001101100011001111100010010001101110011000100101001010101111001011111000110100101011011010100010001100110100011000010111101100011011011001011011111100000100001011100001110110000100111100110101010001000101000000100001111110110010011000101110011010100001011010011010000110111000001111001101011100001000100010,-12278.06,11.4719
502,1.0,222,1111010101000001001000110110110000101101110100111011111110100110101110110001010000011010010001001000001011001000000011111000100101010100111010101010011100111110001001011100110100110010000001010100101111001001111101110100000101000011010000001001010110100000011000010000100111010111000111110011010100011000011111101101000010111001101101010010101010111101110100101010010011111110101110100111110110101101010011011010110111010000011110010000011000110101001010101000000010011000110011010001101001001100110010,-12286.79,1111010101000001001000110110110000101101110100111011111110100110101110110001010000011010010001001000001011001000000011111000100101010100111010101010011100111110001001011100110100110010000001010100101111001001111101110100000101000011010000001001010110100000011000010000100111010111000111110011010100011000011111101101000010111001101101010010101010111101110100101010010011111110101110100111110110101101010011011010110111010000011110010000011000110101001010101000000010011000110011010001101001001100110010,-12286.79,12.0246
503,1.0,222,11100000010000010000010100001111010011101000001101100100101101101011100010010010010011111101010011010010000010000110110111000001010101000110010010000101011111111010010101001010101101100001000001001010110110001110011001000001110000110100100010111111101000000101011100001010010111100000011101110101011000101111011001110010001110110011011101101001001001001101101101110001011111101011000000111000101011010100000011111001010101101111100001000001100001100001101110011000000110000110100000000110000010100110010,-12293.94,11100000010000010000010100001111010011101000001101100100101101101011100010010010010011111101010011010010000010000110110111000001010101000110010010000101011111111010010101001010101101100001000001001010110110001110011001000001110000110100100010111111101000000101011100001010010111100000011101110101011000101111011001110010001110110011011101101001001001001101101101110001011111101011000000111000101011010100000011111001010101101111100001000001100001100001101110011000000110000110100000000110000010100110010,-12293.94,12.9996
504,1.0,222,111000110011010000000000000111110111111011101111111011001110111001010101101000100101111011110001100101100100000010100101010000100011111000001110110101010010110111100100101001100011011000100000101111111110000001100100011110011001001111111001101011000111000001111011011001101000111100010101111110100110110010001101011101000100100010001001001101010001100111101101110001010101011111101001011111011010010100100010011011100111011011101101101000010011001001110110110010000011011011000010010110000011010001111101,-12282.62,111000110011010000000000000111110111111011101111111011001110111001010101101000100101111011110001100101100100000010100101010000100011111000001110110101010010110111100100101001100011011000100000101111111110000001100100011110011001001111111001101011000111000001111011011001101000111100010101111110100110110010001101011101000100100010001001001101010001100111101101110001010101011111101001011111011010010100100010011011100111011011101101101000010011001001110110110010000011011011000010010110000011010001111101,-12282.62,11.8499
505,1.0,222,0100000011100110001011100100101110110001000100011010011010010011101001101000010011110101100111100101001010001010110011001100100101100110001101100100111101101000000000000101001011111101111110010000111110001111000111101001110001011110010011001101111111110010110111110100111100100110101010100010001000100101001000101000101011011010000111110110011101110110000011111010011111000111011010001100101001100111011010111001001100101000001011010110110010111100101111000011011010100101011101010100100110110111001101110,-12287.01,0100000011100110001011100100101110110001000100011010011010010011101001101000010011110101100111100101001010001010110011001100100101100110001101100100111101101000000000000101001011111101111110010000111110001111000111101001110001011110010011001101111111110010110111110100111100100110101010100010001000100101001000101000101011011010000111110110011101110110000011111010011111000111011010001100101001100111011010111001001100101000001011010110110010111100101111000011011010100101011101010100100110110111001101110,-12287.01,8.6813
506,1.0,222,01010101111100000110011101010011000100001000000011110111001100101010111010100110110111101101011100110000100000100110010110001011011001110010101110000100000100100110000011001110111110011101011100001110101110010000111010000001000011100100000011010010111101101111110110001110101011000001101000001110011101111010111010001000110010000001101100101101110001000000111110110110100010101110101100001010010000111100100110101111010010000010110100100000010011101100000000000001001000011011000011000100110010111001001101,-12281.18,01010101111100000110011101010011000100001000000011110111001100101010111010100110110111101101011100110000100000100110010110001011011001110010101110000100000100100110000011001110111110011101011100001110101110010000111010000001000011100100000011010010111101101111110110001110101011000001101000001110011101111010111010001000110010000001101100101101110001000000111110110110100010101110101100001010010000111100100110101111010010000010110100100000010011101100000000000001001000011011000011000100110010111001001101,-12281.18,10.0341
507,1.0,222,001111100001000111010000010011111010010100011100000001110100111100010001101101011110100010111111111001101101010011111100010101000001101011010011101100001110010000111110001000100011001100101100111100101011100010110100011110111001010110000010010000010000000000010011110111110001001011100000101100011001110110010011110101101001010111101101100110111111001010111011010010111001000100111000110000000000111000111011010010000001000110000110101101100110000010101111110000011100110010101101010010111001110111001110000,-12240.78,001111100001000111010000010011111010010100011100000001110100111100010001101101011110100010111111111001101101010011111100010101000001101011010011101100001110010000111110001000100011001100101100111100101011100010110100011110111001010110000010010000010000000000010011110111110001001011100000101100011001110110010011110101101001010111101101100110111111001010111011010010111001000100111000110000000000111000111011010010000001000110000110101101100110000010101111110000011100110010101101010010111001110111001110000,-12240.78,10.2418
508,1.0,222,1100000011111100001000011001110001110011100100011000000000010110101110111110101001000111010100011110100101100011101100011111110101100110101000011101100001001111100011100001101110000000110100110000000010001000101111111011010100101001110111000010100001011100110010101111110001000110111011110100011011001010111101010001011010110001100100000111111011110010111100101000110101100001010100111101111111000001011100110110101111101111110011010110010011110011010001001001111001100111110000111010001011010101110111100000,-12344.51,1100000011111100001000011001110001110011100100011000000000010110101110111110101001000111010100011110100101100011101100011111110101100110101000011101100001001111100011100001101110000000110100110000000010001000101111111011010100101001110111000010100001011100110010101111110001000110111011110100011011001010111101010001011010110001100100000111111011110010111100101000110101100001010100111101111111000001011100110110101111101111110011010110010011110011010001001001111001100111110000111010001011010101110111100000,-12344.51,9.4998
509,1.0,222,10001010010001111101111111011111010101110011010001110000101010001111101100010001111001111001011000010100001111000101000101001001110000000100101011111011101001110101000111101000100011001100101011011011100101110001101000111010000011110100000111101111010000011000100000000010111010100111000001111100000001101000001011110111010100110000010110011101011100001010010101010011100100000000011000111111001101001011010000011101000000000011111101110001111011010101001001001111111111110011010111111100101110101110101011001,-12309.24,10001010010001111101111111011111010101110011010001110000101010001111101100010001111001111001011000010100001111000101000101001001110000000100101011111011101001110101000111101000100011001100101011011011100101110001101000111010000011110100000111101111010000011000100000000010111010100111000001111100000001101000001011110111010100110000010110011101011100001010010101010011100100000000011000111111001101001011010000011101000000000011111101110001111011010101001001001111111111110011010111111100101110101110101011001,-12309.24,11.4125
