n,sparsity,mean,min,max,lower,upper
433,1.0,362224.95999999996,315288.36,409161.56,295846.583708319,428603.3362916809
434,1.0,353884.56,331642.76,376126.36,322429.9047884101,385339.2152115899
435,1.0,395164.76,300766.36,489563.16,261665.26245367964,528664.2575463203
436,1.0,383683.16,378405.16,388961.16,376218.94081779476,391147.3791822052
437,1.0,315745.76,291042.36,340449.16,280809.87668327254,350681.6433167275
438,1.0,371543.95999999996,345684.36,397403.56,334972.96296245663,408114.9570375433
439,1.0,376845.36,354047.96,399642.76,344604.9677331556,409085.7522668444
440,1.0,318645.56,234205.96,403085.16,199229.9324786408,438061.1875213592
441,1.0,344344.56,325961.96,362727.16,318347.6377683204,370341.4822316796
442,1.0,283206.76,247523.16,318890.36,232742.52892570346,333670.99107429653
443,1.0,301466.95999999996,230288.76,372645.16,200805.7842146954,402128.13578530453
444,1.0,372302.95999999996,328602.76,416003.16,310501.5444815833,434104.37551841664
445,1.0,357424.16000000003,345763.56,369084.76,340933.5813345923,373914.73866540776
446,1.0,330765.16,314443.16,347087.16,307682.3662349463,353847.95376505365
447,1.0,308707.56,277445.56,339969.56,264496.4156130923,352918.7043869077
448,1.0,459504.96,437923.96,481085.96,428984.81711042626,490025.1028895738
449,1.0,291706.16,244765.16,338647.16,225321.56116864452,358090.75883135543
450,1.0,405824.36,392285.16,419363.56,386677.03973631817,424971.6802636818
451,1.0,290886.36,237003.96,344768.76,214685.13914678793,367087.58085321204
452,1.0,442564.76,437523.16,447606.36,435434.86090393976,449694.65909606026
453,1.0,309145.36,262605.16,355685.56,243327.57796444366,374963.1420355563
454,1.0,370622.16000000003,354800.76,386443.56,348247.3215442703,392996.99845572974
455,1.0,356804.95999999996,308249.16,405360.76,288136.6891081244,425473.2308918755
456,1.0,373164.56,354567.96,391761.16,346864.99606597255,399464.12393402745
457,1.0,411844.56,359647.56,464041.56,338026.85468481155,485662.26531518844
458,1.0,400023.76,354445.56,445601.96,335566.4514114466,464481.0685885534
459,1.0,386863.16,351685.16,422041.16,337113.9553028392,436612.3646971607
460,1.0,317801.56,308761.56,326841.56,305017.0693961472,330586.0506038528
461,1.0,308906.36,303047.96,314764.76,300621.3312661935,317191.3887338065
462,1.0,426701.76,387521.96,465881.56,371293.1554689346,482110.3645310654
463,1.0,352828.56,347728.76,357928.36,345616.3536746097,360040.7663253903
464,1.0,325523.36,324645.56,326401.16,324281.9633349489,326764.7566650511
465,1.0,375905.56,364642.36,387168.76,359976.98980427935,391834.13019572065
466,1.0,356085.16000000003,302165.96,410004.36,279831.8960876927,432338.42391230736
467,1.0,373808.36,303491.16,444125.56,274364.82209189853,473251.89790810144
468,1.0,419085.16000000003,361167.96,477002.36,337177.87026532507,500992.449734675
469,1.0,375503.56,355406.36,395600.76,347081.8271942754,403925.2928057246
470,1.0,310346.56,251603.16,369089.96,227270.84702009233,393422.2729799077
471,1.0,413164.95999999996,383409.56,442920.36,371084.4697661636,455245.4502338363
472,1.0,387784.16000000003,378806.76,396761.56,375088.19916515186,400480.1208348482
473,1.0,364761.96,329639.96,399883.96,315091.95126233215,414431.9687376679
474,1.0,389002.16000000003,381162.76,396841.56,377915.57419913245,400088.7458008676
475,1.0,331785.96,247807.96,415763.96,213023.13345903222,450548.7865409678
476,1.0,384964.76,347765.96,422163.56,332357.71253599576,437571.80746400426
477,1.0,402085.16000000003,356165.56,448004.76,337145.03890125244,467025.2810987476
478,1.0,443981.36,382843.16,505119.56,357518.8883809212,530443.8316190788
479,1.0,375924.16000000003,373524.36,378323.96,372530.33029301703,379317.98970698303
480,1.0,382462.16000000003,377883.96,387040.36,375987.6074687436,388936.7125312565
481,1.0,433402.95999999996,381644.76,485161.16,360205.8115959809,506600.10840401903
482,1.0,378003.56,347445.96,408561.16,334788.5876464279,421218.5323535721
483,1.0,353664.36,325523.56,381805.16,313867.2589839712,393461.46101602877
484,1.0,311623.56,285843.56,337403.56,275165.1343620216,348081.9856379784
485,1.0,366123.56,250525.56,481721.56,202643.30061679496,529603.819383205
486,1.0,384004.16000000003,362285.56,405722.76,353289.42132424377,414718.8986757563
487,1.0,334084.16,286803.16,381365.16,267218.72855743766,400949.5914425623
488,1.0,373121.96,338321.96,407921.96,323907.3280294163,422336.5919705837
489,1.0,340205.16,241965.96,438444.36,201273.95100331702,479136.3689966829
490,1.0,348582.56,256084.36,441080.76,217770.35106490098,479394.768935099
491,1.0,343745.16000000003,332083.96,355406.36,327253.73280645494,360236.5871935451
492,1.0,349070.76,251285.56,427841.56,259270.0593372546,438871.4606627454
493,1.0,350563.36,278283.96,422842.76,248344.85223981013,452781.8677601898
494,1.0,373064.76,371845.56,374283.96,371340.5508247547,374788.9691752453
495,1.0,420082.56,413763.16,426401.96,411145.5788139394,429019.5411860606
496,1.0,277964.76,256525.96,299403.56,247645.7182789957,308283.8017210043
497,1.0,424661.76,412521.56,436801.96,407492.92451007816,441830.59548992186
498,1.0,359903.56,355282.76,364524.36,353368.76197098644,366438.35802901356
499,1.0,327204.76,245805.16,408604.36,212088.34170825503,442321.178291745
500,1.0,423283.36,361883.16,484683.56,336450.36442757945,510116.3555724205
501,1.0,379944.56,354964.76,404924.36,344617.7880546326,415271.3319453674
502,1.0,425623.36,384843.56,466403.16,367952.0137691377,483294.7062308623
503,1.0,325143.95999999996,277002.36,373285.56,257061.45636565934,393226.46363434056
504,1.0,387663.36,351483.96,423842.76,336497.9618414788,438828.75815852114
505,1.0,350104.16000000003,312363.56,387844.76,296730.891627902,403477.4283720981
506,1.0,416203.16000000003,390083.56,442322.76,379264.46743623976,453141.8525637603
507,1.0,354104.36,330363.16,377845.56,320529.23297298787,387679.4870270121
508,1.0,376264.56,283204.76,469324.36,244658.12872827228,507870.9912717277
509,1.0,374962.76,366166.36,383759.16,362522.7718199413,387402.7481800587
510,1.0,399743.76,365365.56,434121.96,351125.6433100253,448361.87668997474
511,1.0,401805.95999999996,388367.56,415244.36,382801.1924634054,420810.72753659455
512,1.0,369924.16000000003,297084.36,442763.96,266913.12695945625,472935.1930405438
513,1.0,321261.95999999996,303405.56,339118.36,296009.19694484107,346514.72305515886
514,1.0,384623.95999999996,290124.76,479123.16,250981.9097265924,518266.01027340756
515,1.0,299442.56,248241.56,350643.56,227033.41139293514,371851.70860706485
516,1.0,441543.16000000003,401081.56,482004.76,384321.8165246848,498764.5034753153
517,1.0,326344.16,274005.16,378683.16,252325.63635895454,400362.6836410454
518,1.0,390643.16,349165.16,432121.16,331984.4098598887,449301.9101401112
519,1.0,409003.95999999996,335646.36,482361.56,305260.64717685943,512747.2728231405
520,1.0,431204.76,369526.76,492882.76,343978.8958999523,518430.62410004775
