n,sparsity,seed,solution_most,value_most,solution_lowest,value_lowest,annealer_tte
109,0.0,111,0010101000100110010000100010010111110100100011010001011101000100101111001111100111010100011000101010111000110,-23335.16,0010101000100110010000100010010111110100100011010001011101000100101111001111100111010100011000101010111000110,-23335.16,124.5062
109,0.5,111,1011101101011000110010110001100110000011101101111011100001111001011010101101110110110001100100010001101110001,-17381.93,1011101101011000110010110001100110000011101101111011100001111001011010101101110110110001100100010001101110001,-17381.93,127.6618
109,1.0,111,0100000011011111111101111100110010111010010010011101011111101111101100111100100010010001000001111100111000101,-2770.68,0100000011011111111101111100110010111010010010011101011111101111101100111100100010010001000001111100111000101,-2770.68,7.5612
110,0.0,111,10111111111101111101000001101011001100000000110010010000011111111010111101000011110101001101011011000110000000,-24989.65,10111111111101111101000001101011001100000000110010010000011111111010111101000011110101001101011011000110000000,-24989.65,205.6584
110,0.5,111,01111100000101100000110000100011110000001100010111000010011100001100011001110010100100000100101011111111000010,-18520.36,11101100010001100000010010010111110000000110010111000010000100001100011101110110111100001100101011111111000010,-18684.06,251.3142
110,1.0,111,01010000110111101111011111000100100110100110100111000111111011111011001111001000101100010000011111011101010011,-2752.91,01010000110111101111011111000100100110100110100111000111111011111011001111001000101100010000011111011101010011,-2752.91,7.0614
111,0.0,111,010110010101010101010111110100011101010111100110001010100011010000100100011011001100001000010110010111111100011,-24161.54,010111011011000100110001111011001111001000111010010001001010011101011101101110000101011100000011001001001011101,-24193.31,170.8121
111,0.5,111,110101101000010111010111011001100001111011010100111110110001001001001011111111110001000101100010011001000111011,-18973.04,110101101000010111010111011001100001111011010100111110110001001001001011111111110001000101100010011001000111011,-18973.04,215.2271
111,1.0,111,101111110010000000001000001100110101010111110110101010000001000001001100001101110110111011111000001100010111100,-2803.43,111111110111000100000000101110110000010010010010001011000001000001001110001101110110111011101000000101000111100,-2777.62,6.8824
112,0.0,111,1011011110110110100000100101110011000011111000010100011011100000101111110111001100101100101001000001010110011101,-24890.43,1011111110110110101000100111110001000111111010010101001010100011111011110000001100101110101001101100011010111101,-24926.81,331.8705
112,0.5,111,1001100111001101111000001101000100010110111100101010111101100110110000110100111101101111101111011111101101101000,-17576.79,0010011101110101101000000010011100101011011010111101000100010000100001111111110010100110000110100000011001000110,-17685.64,305.9904
112,1.0,111,0100000010001111100011110010110001111010010010011100000101111111101000001110000101010001001001111101000010000101,-2876.14,0100000010001111100011110010110001111010010010011100000101111111101000001110000101010001001001111101000010000101,-2876.14,7.0938
113,0.0,111,10100011001110011001001100010111100011001101111111000101011000001110011101110101110011010111100000100011110001101,-25852.05,10100011001110011001001100010111100011001101111111000101011000001110011101110101110011010111100000100011110001101,-25852.05,171.247
113,0.5,111,00000111010000100010011111100100100100000001100001011011001110100010011100111100111110000001111000100100101001001,-18819.8,00100011011010100010001111100010100101000001111001000001111010100000011110111001111011001000011101011010001010001,-18891.5,175.1283
113,1.0,111,11101011111111101011011010100001001000011010011100100100010110101011100001010100000101111011010001001001001111111,-2872.7,11101011111111101011011010100001001000011010011100100100010110101011100001010100000101111011010001001001001111111,-2872.7,6.5447
114,0.0,111,111011111110101011110011010110000110111001111001100101111101010111101000010001110000001110001000111010110101000100,-26480.89,111010111110100010110001010100000110111101111001101101111101011101101100010001100010001110001010111010110101000110,-26598.34,486.9243
114,0.5,111,101011010111000010001101010000110111001001011110100011000000001010001101011000110010000000101101000000000101001101,-18325.9,001100100100100011011001101100110001111011011011010010000110011000110001101000110001101100001100000101000100010001,-18380.19,127.9179
114,1.0,111,100010110111111101000011111011001011100011000000111011100010100000110011011011011100101100001000101000001001001010,-2913.57,100010110111111101000011111011001011100011000000111011100010100000110011011011011100101100001000101000001001001010,-2913.57,7.6091
115,0.0,111,0111010011111011100111110000101111000011101001000100101001010101110011101001100110010011101000010100111101101101111,-27261.45,0111010011111011100111110000101111000011101001000100101001010101110011101001100110010011101000010100111101101101111,-27261.45,83.9086
115,0.5,111,0000100001111010111001011110101001001000011001000011101101100000101110001100100111111111110100001110000000111010110,-18814.08,0000100001111010111001011110101001001000011001000011101101100000101110001100100111111111110100001110000000111010110,-18814.08,144.3189
115,1.0,111,0111000000011010111111000100000101000011001011110001110110010111011111011001000010110100110101110100111111001010101,-2999.4,0111000000011010111111000100000101000011001011110001110110010111011111011001000010110100110101110100111111001010101,-2999.4,7.7937
116,0.0,111,11111001011111101011101100001010010010011101000101111010100100100000001101001011110111100011001101000111000110100001,-25120.77,11001001011111001000111011011000010010110101011111011001110010110000010000101011010101000011101111000100010111111001,-25591.46,336.0303
116,0.5,111,11011101100000101010001111010000001101101111101001010111110010010101110010001001001001000100001110000101010011000101,-19064.57,11011101100000101010001111010000001101101111101001010111110010010101110010001001001001000100001110000101010011000101,-19064.57,275.5662
116,1.0,111,10100101000001010101000001111101110101110101011110001010110110100011100001000110100100110001001101111010100101001100,-2996.14,10100101000001010101000001111101110101110101011110001010110110100011100001000110100100110001001101111010100101001100,-2996.14,6.7948
117,0.0,111,101100110111100111110101010010011110100101000111010010010010111111100011010010001100110101111111100111111001011111001,-26645.24,101100110111100111110101010010011110100101000111010010010010111111100011010010001100110101111111100111111001011111001,-26645.24,207.8932
117,0.5,111,010111111000000101100011010101101110011010100111001100101001000011000011000010010100011001000010000110011110010110111,-20082.11,110011111000010100100011010101100110011010101101001100101001000011000011000010010101111001000010000010011110010110111,-20284.49,273.0187
117,1.0,111,100011111101001000101010110101010000111010110001010001000010001011110110001101010111110111001011001101110011000110010,-3053.15,010110100010110111110100000011110110000110001100001110010000110100001001110001101000101010110000010000001100111001011,-3009.48,7.3461
118,0.0,111,1011011111010010101100010001010011010001001100000100100001011101100100001100101110000111010010001110110110111100100111,-27975.69,1011111111010010101100010011011011000001001100000100100001011101100000001100101000000111010010001110101110111100100111,-28058.94,288.5888
118,0.5,111,1101001000101001110110011001000011110000000111111001001010000100101010101110101111001011010100110101010110111010110110,-18159.75,1110101110100100110110010001000001110111100110111001011010010110100010001111101111101011010100111101010101111010111000,-18800.35,204.6736
118,1.0,111,1100110000000100111011010001000100110111111101011100111000110000001100110111101111101001100101101100011100111110110100,-3114.99,1100110000000100111011010001000100110111111101011100111000110000001100110111101111101001100101101100011100111110110100,-3114.99,7.5029
119,0.0,111,10100011110000100100110001000011111111101000000010111100011111101111000110111100110001010010110111010110101010101110101,-26734.67,11111110000111011111101110111000000001010111111101000011110100010001111001011011001100001101001001100001010101010101010,-27138.18,441.0101
119,0.5,111,01111010101001101000101101011000000100000111100111110111000110110001100110100000011111000110101101000101110011001001111,-19514.26,01111010101001101000101101011000000100000111100111110111000110110001100110100000011111000110101101000101110011001001111,-19514.26,195.3927
119,1.0,111,00110011111110100001001111101011010010000100101100110011110011111100110111001010000101000111100110101100011000110100110,-3150.48,00110011111110100001001111101011010010000100101100110011110011111100110111001010000101000111100110101100011000110100110,-3150.48,8.1981
120,0.0,111,101000001100101010000011000010010111000001011110011011101110101011100110110000101110100001001011011101111001000001010011,-27259.99,011110011101100010000011100100010001001000011100111101101101000001111111010101100000101010111000011100010100010100001100,-27635.99,300.119
120,0.5,111,111110011110011001100011011001011000110010111101000110011011111110010111100110100001111000111110110101001110101100110010,-18774.54,110110011010011001100011011001011000110011111101000110011011111110010111000110100001111000110110110001001010101100110010,-18894.51,281.4753
120,1.0,111,110011001000011011100101010100010001011110110100110000000111000010110011001101110110111110100010010101110011101111110010,-3150.48,110011001000011011100101010100010001011110110100110000000111000010110011001101110110111110100010010101110011101111110010,-3150.48,7.3891
121,0.0,111,1101011111011001000000001001111001100010011111100010111010110110001011011000111010100100010100000011001100100110001100000,-26443.52,0110000000010101100000100110010011000001100101011110101101001101101100110100010000000010000110110100100001101010000011001,-26582.83,414.5608
121,0.5,111,1110100000011011100111000011110111100001001001100011010101110101001010101011111101010111010111101111011110110000000100111,-19348.27,1000011101111101011010111100011010010110110110011000100110001010010111010100000110100100000100110000100001001110111011000,-19581.49,187.1124
121,1.0,111,0000110101110111000000011101100000000100101100000000101000101111000010011010010100111100000111010010011000111000101000010,-3157.9,0000110101110111000000011101100000000100101100000000101000101111000010011010010100111100000111010010011000111000101000010,-3157.9,7.3797
122,0.0,111,11011011010011010000110101001110011110010111011010011010100111101101110110010110010010000001100100001111010101010010000101,-27155.31,10011011010010010000110011101111100110010111010010001011101111101101110110010111010010100010110100011111010101010010000101,-29070.54,333.8888
